identifier,raj2000,decj2000,rv,radial_velocity_error,source_id,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,zero_point_correction,Corrected_Parallax,Mardini_dist,Mardini_dist_error
2MASS J18082002-5104378,272.083464041,-51.0771900644,14.8,1.1,6702907209758894848,1.65616860954588,0.015113673,109.58081,-5.74086726860737,0.015619726,-12.7111273361651,0.012822276,0.03221089,-0.038098,1.69426660954588,0.590440343563762,0.00527042148058061
