25 2.14210194E+00   -1.96732716E+00  5.07414618E-01   1.51945972E+09 7.95073739E-01 9.15352014E-01   4.71355906E+07 6.02074822E+00
26 2.23439941E+00   -2.23216478E+00  4.59907898E-01   1.74613698E+09 1.00365712E+00 8.73508685E-01   4.38815272E+07 6.36310861E+00
27 2.38015340E+00   -2.10380785E+00  4.87226497E-01   2.04724310E+09 1.17504049E+00 9.64329807E-01   2.27121404E+08 3.23032928E+00
28 2.53513003E+00   -2.08188898E+00  6.19810112E-01   2.61788740E+09 1.32272273E+00 1.03572167E+00   8.00135836E+07 5.16790411E+00
29 2.68105280E+00   -2.00382992E+00  5.11396468E-01   3.05072552E+09 1.44114685E+00 9.15351376E-01   8.88372437E+07 4.91389898E+00
30 2.83506079E+00   -1.75945938E+00  6.20472018E-01   3.76995106E+09 1.31566072E+00 8.62323424E-01   4.96642311E+07 6.33818601E+00
31 2.97675957E+00   -1.59419277E+00  6.83206633E-01   4.19529449E+09 1.06661117E+00 8.24002618E-01   3.28954888E+07 7.66437550E+00
32 3.12521664E+00   -1.18671205E+00  6.52573234E-01   4.79995010E+09 1.04227056E+00 7.98723644E-01   5.12985507E+07 6.48438218E+00
33 3.28071066E+00   -1.18752760E+00  7.90923213E-01   5.45945043E+09 1.03268639E+00 8.83563695E-01   4.41963307E+07 7.09118191E+00
34 3.44351676E+00   -1.16873365E+00  8.15870391E-01   6.41062124E+09 7.81940722E-01 8.03988930E-01   7.20454203E+07 5.84850468E+00
35 3.58910175E+00   -1.26975637E+00  7.48861227E-01   7.41258097E+09 8.54026059E-01 7.19615238E-01   4.09300902E+07 7.56087194E+00
36 3.74044324E+00   -1.17312589E+00  9.65262970E-01   8.25645936E+09 8.38084570E-01 6.47359373E-01   2.45501021E+07 9.63203625E+00
37 3.89772404E+00   -9.44365394E-01  1.18750419E+00   9.07383419E+09 8.25684354E-01 6.47160831E-01   2.16229337E+07 1.04535007E+01
38 4.03345629E+00   -8.06365284E-01  1.30050133E+00   1.00036656E+10 7.84701970E-01 5.53114083E-01   1.40390044E+07 1.29199945E+01
39 4.20208812E+00   -5.74664154E-01  1.21105663E+00   1.10326708E+10 7.64851305E-01 5.13855098E-01   1.16223297E+07 1.44625277E+01
40 4.28880821E+00   -5.66526307E-01  1.12193830E+00   1.14085654E+10 7.59419227E-01 4.93971373E-01   9.27593696E+06 1.61076507E+01
41 4.49753845E+00   -5.62533332E-01  9.82024899E-01   1.20335326E+10 7.23744736E-01 4.72677290E-01   2.69314866E+07 9.87611680E+00
42 4.65222047E+00   -4.69531687E-01  8.74464000E-01   1.24736129E+10 6.80524819E-01 4.51405545E-01   1.10069306E+07 1.47076525E+01
43 4.81167486E+00   -4.16196883E-01  7.69030840E-01   1.30048493E+10 6.51912685E-01 4.43325360E-01   3.19161577E+07 9.13874545E+00
44 4.97598686E+00   -2.79396066E-01  7.33647417E-01   1.38600266E+10 5.91396575E-01 4.53221127E-01   2.21533519E+07 1.06922672E+01
45 5.11100219E+00   -2.11558175E-01  9.45236165E-01   1.47913644E+10 6.05116044E-01 4.64436080E-01   1.67037480E+07 1.21682027E+01
46 5.28429469E+00   -1.76603107E-01  9.69441467E-01   1.56234551E+10 6.55083249E-01 5.32181288E-01   1.20608925E+07 1.44230696E+01
47 5.42660278E+00   -1.00142488E-01  1.09001553E+00   1.63017687E+10 6.02503974E-01 5.38239896E-01   1.08849138E+07 1.56144476E+01
48 5.57222267E+00   -2.34929382E-02  1.20275674E+00   1.73356597E+10 5.47143635E-01 5.30659304E-01   7.39282168E+06 1.93871041E+01
49 5.72119264E+00    1.49923048E-01  1.32402162E+00   1.87380327E+10 5.04147169E-01 5.47450311E-01   1.31929931E+07 1.60257649E+01
50 5.87354482E+00    2.30153761E-01  1.46738547E+00   2.03262866E+10 4.88579966E-01 5.29043689E-01   1.39455711E+07 1.58617888E+01
51 6.06880067E+00    3.70552146E-01  1.44585891E+00   2.24789308E+10 5.23871062E-01 4.90493294E-01   5.42012705E+06 2.42938828E+01
52 6.18854596E+00    3.75972100E-01  1.42518624E+00   2.30478709E+10 5.27559275E-01 4.72777714E-01   3.44441619E+06 3.00125457E+01
53 6.35125478E+00    2.78740504E-01  1.39652977E+00   2.36582586E+10 5.21313340E-01 4.63992732E-01   2.16336106E+06 3.71401676E+01
54 6.51747167E+00   -2.74922917E-02  1.44877653E+00   2.77351733E+10 4.32717879E-01 5.01313989E-01   2.87713778E+06 3.23665659E+01
55 6.68722044E+00   -4.02785087E-01  1.47800394E+00   2.88362391E+10 4.45150809E-01 4.99588442E-01   3.11551835E+06 3.10392402E+01
56 6.81686256E+00    2.60413006E+00  1.47961073E+00   3.00557723E+10 4.58998594E-01 5.35563654E-01   3.93268741E+06 2.78293940E+01
57 6.99283862E+00    2.62413716E+00  1.14131474E+00   3.11063920E+10 4.30698913E-01 5.39593715E-01   4.22500160E+06 2.66977900E+01
58 7.12716948E+00    2.77759043E+00  1.07530299E+00   3.15767297E+10 4.39985771E-01 5.51159983E-01   3.97236178E+06 2.74152102E+01
59 7.30941747E+00    2.86894157E+00  1.00194700E+00   3.22459271E+10 4.44742236E-01 5.54349244E-01   4.68116859E+06 2.54047438E+01
60 7.44846367E+00    2.92578344E+00  9.64953767E-01   3.28621123E+10 4.36865492E-01 5.64607592E-01   5.67694565E+06 2.33959909E+01
61 7.63700863E+00    2.99093720E+00  9.22022495E-01   3.41080824E+10 4.36543147E-01 5.61654401E-01   7.68092588E+06 2.04566639E+01
62 7.78078080E+00    3.02697766E+00  9.02160756E-01   3.52099340E+10 4.57284316E-01 5.56868724E-01   7.46312336E+06 2.06810274E+01
63 7.92657773E+00    2.94895529E+00  8.60337620E-01   3.59298285E+10 4.76359770E-01 5.71585980E-01   6.87898551E+06 2.14496005E+01
64 8.07439854E+00    2.98760374E+00  7.88263232E-01   3.66683686E+10 4.76099562E-01 5.86057767E-01   6.55652680E+06 2.19622610E+01
65 8.27463329E+00    2.97307600E+00  6.97545414E-01   3.70590522E+10 4.83655077E-01 5.97812734E-01   6.46405695E+06 2.20847234E+01
66 8.42715969E+00    2.94128018E+00  6.27952951E-01   3.74577300E+10 4.99731470E-01 6.04919114E-01   6.47236328E+06 2.20334782E+01
67 8.58169314E+00    2.90961011E+00  5.75038281E-01   3.80516345E+10 5.17217797E-01 6.23450858E-01   6.46844186E+06 2.20079445E+01
68 8.73822646E+00    2.84329029E+00  4.47468754E-01   3.87410062E+10 5.12395013E-01 6.29790720E-01   6.02181876E+06 2.26088965E+01
69 8.89675023E+00    2.74286200E+00  3.37069191E-01   3.94968558E+10 5.09306141E-01 6.45326520E-01   6.12411413E+06 2.22987051E+01
70 9.05725570E+00    3.27264553E+00  1.22276846E-01   4.10527608E+10 5.15591789E-01 6.83606746E-01   6.13601392E+06 2.23026602E+01
71 9.21973029E+00    4.48358428E+00  2.40470736E-01   4.29671928E+10 5.18114727E-01 7.26314466E-01   6.06635050E+06 2.24110666E+01
72 9.38416132E+00    4.53638431E+00  3.69895770E-01   4.45275006E+10 5.54967800E-01 7.62570828E-01   5.80185228E+06 2.28613022E+01
73 9.55053626E+00    4.46725629E+00  4.40989902E-01   4.61535978E+10 5.95397182E-01 7.57938745E-01   5.88440322E+06 2.27306602E+01
74 9.71883936E+00    4.34120670E+00  4.11287592E-01   4.75582508E+10 6.69425452E-01 7.40072599E-01   7.07106526E+06 2.10387651E+01
75 9.83210555E+00    4.32069907E+00  4.24322688E-01   4.81507867E+10 6.73922340E-01 7.62758075E-01   6.24895066E+06 2.21897983E+01
76 1.00035859E+01    4.25060669E+00  3.70259714E-01   4.96100311E+10 7.30640749E-01 7.51026080E-01   6.59881256E+06 2.16503147E+01
77 1.01769489E+01    4.27913482E+00  3.38963717E-01   5.08180844E+10 7.73490778E-01 7.47974868E-01   6.41529472E+06 2.18765655E+01
78 1.02935605E+01    4.22124816E+00  3.21754820E-01   5.14963201E+10 7.96010885E-01 7.57721938E-01   5.98546753E+06 2.25290394E+01
79 1.05292455E+01    4.32760371E+00  3.03459088E-01   5.29077541E+10 8.68117562E-01 7.58732842E-01   6.34726700E+06 2.19129707E+01
80 1.06483046E+01    4.42227302E+00  2.63039660E-01   5.40329832E+10 9.06163804E-01 7.68728270E-01   6.70255545E+06 2.13871112E+01
81 1.08283989E+01    4.36508793E+00  2.38528495E-01   5.51165514E+10 9.48078782E-01 7.67964355E-01   6.95834916E+06 2.10190082E+01
82 1.10102774E+01    4.35760190E+00  2.24486589E-01   5.58787625E+10 1.00936568E+00 7.79242576E-01   7.92717512E+06 1.98680451E+01
83 1.11325098E+01    4.36670179E+00  2.12577082E-01   5.63371769E+10 1.01063521E+00 7.87736233E-01   8.00125177E+06 1.97795011E+01
84 1.13173084E+01    4.25715388E+00  1.78242671E-01   5.70253119E+10 1.05698987E+00 7.85231470E-01   7.44702851E+06 2.03674895E+01
85 1.15038264E+01    4.36260897E+00  1.43673324E-01   5.76424626E+10 1.10766297E+00 7.84921995E-01   7.22717622E+06 2.06189768E+01
86 1.16291150E+01    4.30335990E+00  1.50009089E-01   5.81060167E+10 1.15298550E+00 7.95451271E-01   6.94008635E+06 2.09871766E+01
87 1.18184398E+01    4.17635689E+00  1.43113286E-01   5.88358103E+10 1.17286948E+00 7.95282474E-01   6.63519412E+06 2.13580930E+01
88 1.19455746E+01    4.02020371E+00  1.31957768E-01   5.92185845E+10 1.22900698E+00 8.16191902E-01   6.37205800E+06 2.16980128E+01
89 1.21376324E+01    3.86320250E+00  1.19497718E-01   5.95869757E+10 1.23081394E+00 8.18329984E-01   6.00920900E+06 2.21681525E+01
90 1.23312917E+01    3.79583236E+00  1.11049119E-01   5.95342547E+10 1.20463122E+00 8.33932140E-01   5.14650429E+06 2.36397988E+01
91 1.24612731E+01    3.69103800E+00  9.86391971E-02   5.94859362E+10 1.19256197E+00 8.55758311E-01   5.25490703E+06 2.33740851E+01
92 1.26575381E+01    3.42076741E+00  9.48400053E-02   5.93680241E+10 1.18836956E+00 8.61602159E-01   4.77694591E+06 2.43060510E+01
93 1.27892302E+01    3.46108515E+00  6.95252528E-02   5.93850062E+10 1.22204352E+00 8.64554470E-01   4.58769365E+06 2.46939869E+01
94 1.29880192E+01    3.56553446E+00  3.19052559E-02   5.94033184E+10 1.17466793E+00 8.73901673E-01   4.39736683E+06 2.50535259E+01
95 1.31213663E+01    3.23658066E+00  1.16211209E-02   5.93624783E+10 1.18692779E+00 8.97262808E-01   4.25288808E+06 2.53639604E+01
96 1.33225960E+01    4.13938853E+00  1.64475041E-02   5.92236790E+10 1.18123766E+00 9.06141945E-01   3.98680543E+06 2.59852758E+01
97 1.34575420E+01    3.03560460E+00  1.37122251E-02   5.91296324E+10 1.16298202E+00 9.04137483E-01   4.02834389E+06 2.58305211E+01
98 1.36611277E+01    3.03528712E+00  1.01720281E-02   5.90185739E+10 1.17406267E+00 9.12051162E-01   4.09073346E+06 2.55980757E+01
99 1.37976159E+01    4.10443194E-01  2.88634009E-04   5.89667001E+10 1.18305893E+00 9.23340041E-01   4.76469541E+06 2.40077776E+01
