25 2.14210194E+00   -2.40241878E+00  3.60915479E-01   2.22038818E+09 3.30519999E-01 7.61340274E-01   5.10687700E+07 6.25665960E+00
26 2.23439941E+00   -1.94488088E+00  5.43493596E-01   2.53712775E+09 2.87369935E-01 6.63864670E-01   4.41082291E+07 6.72794839E+00
27 2.38015340E+00   -4.97507652E-01  3.68990870E-01   2.97646735E+09 2.32085366E-01 5.57631022E-01   4.16324066E+07 7.00412490E+00
28 2.53513003E+00   -1.30577984E+00  1.44808119E+00   3.36601948E+09 5.56435303E-02 7.31719729E-01   3.83709898E+07 7.44760821E+00
29 2.68105280E+00   -9.80615821E-01  1.36640149E+00   3.90947186E+09 2.39620777E-01 6.15996489E-01   5.61372542E+07 6.44110079E+00
30 2.83506079E+00   -6.10880196E-01  8.37533242E-01   4.68691482E+09 2.23326791E-01 5.23818662E-01   3.83715501E+07 7.52062664E+00
31 2.97675957E+00   -1.81954539E-01  7.19584131E-01   5.24428699E+09 2.37318046E-01 4.60414295E-01   2.32548907E+07 9.28172768E+00
32 3.12521664E+00    3.24838815E-01  6.04997835E-01   5.66660848E+09 3.00893379E-01 4.44023112E-01   2.24957006E+07 9.38823715E+00
33 3.28071066E+00    5.05938725E-01  9.75701284E-01   6.18013844E+09 2.67519919E-01 4.90695975E-01   2.61646320E+07 8.86701581E+00
34 3.44351676E+00   -1.94613369E-01  1.32985513E+00   6.86419405E+09 3.08210110E-01 5.25668254E-01   7.55282681E+07 5.70858873E+00
35 3.58910175E+00   -2.61932171E-01  1.34690343E+00   7.42296621E+09 3.47950872E-01 4.61972248E-01   8.78101888E+07 5.41854523E+00
36 3.74044324E+00   -2.96989908E-01  1.14571111E+00   8.23436465E+09 4.17728406E-01 4.72029652E-01   8.27440761E+07 5.59970022E+00
37 3.89772404E+00   -3.83748873E-01  1.03189506E+00   9.03665866E+09 4.38885471E-01 4.65022982E-01   9.14418644E+07 5.36595964E+00
38 4.03345629E+00   -3.31348118E-01  8.66527781E-01   9.64228978E+09 5.26895088E-01 4.57863930E-01   6.59076587E+07 6.12201408E+00
39 4.20208812E+00   -1.96490975E-01  6.88496688E-01   1.02221292E+10 5.96565762E-01 4.41781571E-01   3.26383716E+07 8.25417241E+00
40 4.28880821E+00   -2.07084368E-01  5.09556232E-01   1.04763166E+10 6.08570051E-01 4.47342531E-01   2.08545524E+07 1.01246436E+01
41 4.49753845E+00   -4.72329390E-01  3.40178758E-01   1.09464665E+10 6.20827220E-01 4.56607174E-01   1.09234359E+07 1.43226712E+01
42 4.65222047E+00   -5.37461773E-01  4.22996336E-01   1.17170489E+10 6.52590929E-01 4.59257306E-01   1.29274035E+07 1.40864289E+01
43 4.81167486E+00   -1.24687641E-01  6.22080590E-01   1.27129137E+10 6.37267464E-01 4.64102513E-01   9.98531532E+06 1.60926963E+01
44 4.97598686E+00    1.87857994E-01  6.32924080E-01   1.34299561E+10 5.86172671E-01 4.47648824E-01   7.10034147E+06 1.89307331E+01
45 5.11100219E+00    4.68490509E-01  6.05714846E-01   1.36131508E+10 6.01284504E-01 4.51486270E-01   6.22076417E+06 2.00599979E+01
46 5.28429469E+00    7.66107369E-01  5.63248761E-01   1.41519623E+10 5.76401881E-01 4.56093326E-01   1.12447205E+07 1.52366103E+01
47 5.42660278E+00    1.36149552E+00  5.09348919E-01   1.51092385E+10 5.45582904E-01 4.66876703E-01   1.08416535E+07 1.54825861E+01
48 5.57222267E+00    2.03557282E+00  5.23818793E-01   1.54018112E+10 5.23843557E-01 4.91830767E-01   9.04626432E+06 1.66508085E+01
49 5.72119264E+00    2.62974147E+00  6.92657362E-01   1.58714712E+10 5.50450794E-01 4.98479691E-01   7.12357314E+06 1.83654581E+01
50 5.87354482E+00    3.06429332E+00  1.03779271E+00   1.62392757E+10 5.07968694E-01 5.06174338E-01   5.61427620E+06 2.02798866E+01
51 6.06880067E+00    3.31974691E+00  1.30874170E+00   1.66542981E+10 5.06277696E-01 4.97377157E-01   4.47973563E+06 2.24523280E+01
52 6.18854596E+00    3.53774967E+00  1.47116529E+00   1.68234327E+10 4.94461007E-01 5.09009321E-01   4.91896249E+06 2.17035244E+01
53 6.35125478E+00    5.85522271E-01  1.54563153E+00   1.70436600E+10 4.96176672E-01 5.29799253E-01   7.99564289E+06 1.79552243E+01
54 6.51747167E+00    1.10627431E+00  1.52459329E+00   1.77141315E+10 4.59533152E-01 5.47438775E-01   3.79550255E+07 9.62655765E+00
55 6.68722044E+00   -1.44735361E+00  1.34179603E+00   1.80678041E+10 4.42242279E-01 5.58018919E-01   3.06584479E+07 1.05083987E+01
56 6.81686256E+00   -1.19996470E+00  1.09258816E+00   1.86834709E+10 4.46590371E-01 5.78626478E-01   2.13795839E+07 1.22378824E+01
57 6.99283862E+00   -8.40312735E-01  8.10684967E-01   1.95481942E+10 4.37011921E-01 5.96025534E-01   1.42523834E+07 1.45771155E+01
58 7.12716948E+00   -8.60105566E-02  4.15332338E-01   1.99907088E+10 4.20444995E-01 6.37592974E-01   1.02986001E+07 1.68395734E+01
59 7.30941747E+00    2.18067169E+00  3.56712527E-01   2.05853507E+10 3.97904894E-01 6.74803574E-01   9.42381680E+06 1.76308040E+01
60 7.44846367E+00    2.38408774E+00  4.49055786E-01   2.10216899E+10 3.55438389E-01 7.19717903E-01   9.04918328E+06 1.80472369E+01
61 7.63700863E+00    3.44250327E+00  1.43169866E+00   2.16994327E+10 3.14067022E-01 8.21205236E-01   1.13057746E+07 1.65497589E+01
62 7.78078080E+00    3.52538012E+00  1.50431779E+00   2.20889769E+10 2.92836043E-01 8.62533404E-01   1.13592778E+07 1.67182639E+01
63 7.92657773E+00    3.98987483E+00  1.19277438E+00   2.26808622E+10 3.06028625E-01 8.77418779E-01   9.66595119E+06 1.82085482E+01
64 8.07439854E+00    3.76588611E+00  6.80385980E-01   2.33557704E+10 2.88740564E-01 9.31418992E-01   1.49791361E+07 1.52551882E+01
65 8.27463329E+00    3.09732452E+00  7.62460251E-01   2.41545914E+10 3.16920060E-01 9.29989711E-01   1.29580762E+07 1.63111186E+01
66 8.42715969E+00    3.25573028E+00  4.66984698E-01   2.48293487E+10 3.42413749E-01 9.54184190E-01   1.10079942E+07 1.75995779E+01
67 8.58169314E+00    3.39060768E+00  2.49518566E-01   2.55767995E+10 3.47634392E-01 9.88570710E-01   8.97545809E+06 1.94433868E+01
68 8.73822646E+00    3.43766264E+00  1.31893905E-01   2.64397070E+10 3.57016028E-01 9.65874586E-01   8.98073320E+06 1.96715632E+01
69 8.89675023E+00    4.10388547E+00  3.29958242E-01   2.70817716E+10 3.62360390E-01 9.79796846E-01   6.87362106E+06 2.20065448E+01
70 9.05725570E+00    4.23462473E+00  5.14561719E-01   2.80529752E+10 3.46591045E-01 1.00228120E+00   5.83363198E+06 2.35808188E+01
71 9.21973029E+00    4.05213452E+00  5.35412262E-01   2.88557980E+10 3.61239044E-01 9.95221920E-01   4.74682452E+06 2.58700233E+01
72 9.38416132E+00    3.83716879E+00  5.56397314E-01   3.03214120E+10 4.07301540E-01 1.01068253E+00   8.11725704E+06 2.06630460E+01
73 9.55053626E+00    3.79083705E+00  5.94603818E-01   3.13974367E+10 4.62341373E-01 1.01654138E+00   4.02252868E+06 2.81024069E+01
74 9.71883936E+00    3.71646850E+00  5.31504888E-01   3.24702554E+10 4.72986279E-01 1.00961188E+00   3.17737181E+06 3.13518233E+01
75 9.83210555E+00    3.65225329E+00  5.35052495E-01   3.31912490E+10 5.19177788E-01 1.04234053E+00   3.09483478E+06 3.16907338E+01
76 1.00035859E+01    3.70691631E+00  4.89905101E-01   3.39921156E+10 5.30400391E-01 1.05291745E+00   3.00177442E+06 3.20227066E+01
77 1.01769489E+01    3.61086084E+00  5.07853685E-01   3.53212979E+10 5.83992856E-01 1.04501888E+00   3.07036961E+06 3.17309931E+01
78 1.02935605E+01    3.56871993E+00  4.85113315E-01   3.58832472E+10 6.23976916E-01 1.04507493E+00   3.16004156E+06 3.14114874E+01
79 1.05292455E+01    3.47851738E+00  4.42587076E-01   3.70941495E+10 6.40764432E-01 1.02465261E+00   3.84486647E+06 2.89617751E+01
80 1.06483046E+01    3.46333046E+00  4.77669339E-01   3.81654236E+10 6.24369239E-01 1.05523620E+00   4.76190423E+06 2.64800514E+01
81 1.08283989E+01    3.06640741E+00  4.35628582E-01   3.89944643E+10 5.84123173E-01 1.09402164E+00   5.87480599E+06 2.41406508E+01
82 1.10102774E+01    2.98465413E+00  3.72607489E-01   3.96144341E+10 6.14666576E-01 1.09388499E+00   4.52460163E+06 2.68983465E+01
83 1.11325098E+01    3.01991000E+00  3.16418191E-01   4.02435433E+10 6.42782599E-01 1.08792569E+00   6.06655454E+06 2.37028512E+01
84 1.13173084E+01    3.18598785E+00  2.95936603E-01   4.12500849E+10 6.37719273E-01 1.06369652E+00   5.49768132E+06 2.45060247E+01
85 1.15038264E+01    3.26168616E+00  2.78676224E-01   4.25142214E+10 7.45470494E-01 1.08734555E+00   5.85178972E+06 2.37951685E+01
86 1.16291150E+01    3.38007837E+00  2.43737612E-01   4.33384530E+10 7.63191003E-01 1.11224464E+00   6.83730344E+06 2.22351371E+01
87 1.18184398E+01    3.42075779E+00  2.47696550E-01   4.45589934E+10 8.21172591E-01 1.11639703E+00   6.77598067E+06 2.22369557E+01
88 1.19455746E+01    3.44100588E+00  2.45429728E-01   4.52204853E+10 8.84234125E-01 1.11909216E+00   7.81255834E+06 2.09122136E+01
89 1.21376324E+01    3.21868906E+00  2.08324837E-01   4.67427362E+10 9.75633189E-01 1.15211835E+00   8.19586536E+06 2.04898983E+01
90 1.23312917E+01    3.41561693E+00  2.04911389E-01   4.76694159E+10 9.75522149E-01 1.14118768E+00   7.71732541E+06 2.10245351E+01
91 1.24612731E+01    3.43407441E+00  2.37591680E-01   4.80971239E+10 1.02862241E+00 1.13246614E+00   9.08905641E+06 1.96887384E+01
92 1.26575381E+01    3.29811691E+00  2.68693441E-01   4.86424163E+10 1.02104872E+00 1.12798693E+00   6.75457964E+06 2.23325475E+01
93 1.27892302E+01    3.07495998E+00  2.50658038E-01   4.88761619E+10 1.09698334E+00 1.14108524E+00   7.11901932E+06 2.19014224E+01
94 1.29880192E+01    2.93405330E+00  2.01783253E-01   4.95535402E+10 1.13901971E+00 1.17101083E+00   7.67598804E+06 2.13700905E+01
95 1.31213663E+01    2.77647756E+00  1.64211327E-01   5.00484015E+10 1.13646546E+00 1.16604056E+00   8.87552554E+06 2.02170069E+01
96 1.33225960E+01    2.83406856E+00  1.29725099E-01   5.07212688E+10 1.22556087E+00 1.15722113E+00   5.28455262E+06 2.52221851E+01
97 1.34575420E+01    2.74981232E+00  7.58233559E-02   5.14989339E+10 1.24142680E+00 1.15232048E+00   9.34178147E+06 2.00948596E+01
98 1.36611277E+01    2.73812474E+00  2.59863306E-02   5.27959081E+10 1.27980068E+00 1.16212905E+00   5.22253785E+06 2.57430473E+01
99 1.37976159E+01   -1.50387623E+00  7.32252091E-04   5.33980134E+10 1.44741726E+00 1.22127880E+00   5.96469311E+06 2.45047572E+01
